ID,Sura_No,Verse_No,Column5,Word_No,Word,Without_Diacritics,Segmented_Word,Morph_tag,Morph_type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Notes
99,2,8,11,1,بِمُؤْمِنِينَ,بمؤمنين,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
99,2,8,11,2,بِمُؤْمِنِينَ,بمؤمنين,مؤمن,NOUN_ACTIVE_PART,Stem,,معرب,خبر فعل ناسخ,غير مضاف,منصوب,الياء,,,
99,2,8,11,3,بِمُؤْمِنِينَ,بمؤمنين,ين,NSUFF_MASC_PL_GEN,Suffix,,None,,,,,,,
100,2,9,1,1,يُخَادِعُونَ,يخادعون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
100,2,9,1,2,يُخَادِعُونَ,يخادعون,خادع,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
100,2,9,1,3,يُخَادِعُونَ,يخادعون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
101,2,9,2,1,اللَّهَ,الله,ال,DET,Prefix,,None,,,,,,,
101,2,9,2,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
102,2,9,3,1,وَالَّذِينَ,والذين,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
102,2,9,3,2,وَالَّذِينَ,والذين,الذين,REL_PRON,Stem,,اسم موصول,اسم معطوف,غير مضاف,منصوب,الفتحة,,,
103,2,9,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
103,2,9,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
104,2,9,5,1,وَمَا,وما,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
104,2,9,5,2,وَمَا,وما,ما,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
105,2,9,6,1,يَخْدَعُونَ,يخدعون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
105,2,9,6,2,يَخْدَعُونَ,يخدعون,خدع,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مبني,السكون,,,
105,2,9,6,3,يَخْدَعُونَ,يخدعون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
106,2,9,7,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
107,2,9,8,1,أَنْفُسَهُمْ,أنفسهم,أنفس,NOUN_ABSTRACT,Stem,,معرب,مفعول به,مضاف,منصوب,الفتحة,,,
107,2,9,8,2,أَنْفُسَهُمْ,أنفسهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
108,2,9,9,1,وَمَا,وما,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
108,2,9,9,2,وَمَا,وما,ما,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
109,2,9,10,1,يَشْعُرُونَ,يشعرون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
109,2,9,10,2,يَشْعُرُونَ,يشعرون,شعر,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
109,2,9,10,3,يَشْعُرُونَ,يشعرون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
110,2,10,1,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
111,2,10,2,1,قُلُوبِهِمْ,قلوبهم,قلوب,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
111,2,10,2,2,قُلُوبِهِمْ,قلوبهم,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
111,2,10,2,3,قُلُوبِهِمْ,قلوبهم,هم,POSS_PRON_3MP,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
112,2,10,3,1,مَرَضٌ,مرض,مرض,GERUND,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
112,2,10,3,2,مَرَضٌ,مرض,(null),CASE_INDEF_GEN,Suffix,,None,,,,,,,
113,2,10,4,1,فَزَادَهُمُ,فزادهم,ف,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
113,2,10,4,2,فَزَادَهُمُ,فزادهم,زاد,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
113,2,10,4,3,فَزَادَهُمُ,فزادهم,هم,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
114,2,10,5,1,اللَّهُ,الله,ال,DET,Prefix,,None,,,,,,,
114,2,10,5,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
115,2,10,6,1,مَرَضَاً,مرضا,مرض,GERUND,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
115,2,10,6,2,مَرَضَاً,مرضا,ا,CASE_INDEF_ACC,Suffix,,None,,,,,,,
116,2,10,7,1,وَلَهُمْ,ولهم,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
116,2,10,7,2,وَلَهُمْ,ولهم,ل,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
116,2,10,7,3,وَلَهُمْ,ولهم,هم,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
117,2,10,8,1,عَذَابٌ,عذاب,عذاب,NOUN_ABSTRACT,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
118,2,10,9,1,أَلِيمٌ,أليم,أليم,ADJ_QUALIT,Stem,,معرب,نعت,غير مضاف,مرفوع,الضمة,,,
118,2,10,9,2,أَلِيمٌ,أليم,(null),CASE_INDEF_GEN,Suffix,,None,,,,,,,
119,2,10,10,1,بِمَا,بما,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
119,2,10,10,2,بِمَا,بما,ما,REL_PRON,Stem,,مبني,حرف مصدري,غير مضاف,مبني,السكون,,,
120,2,10,11,1,كَانُوا,كانوا,كان,PV,Stem,,مبني,فعل ماضٍ ناسخ,غير مضاف,مبني,الضمة,,,
120,2,10,11,2,كَانُوا,كانوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,اسم فعل ناسخ,غير مضاف,مرفوع,السكون,,,
121,2,10,12,1,يَكْذِبُونَ,يكذبون,ي,IMPERF_PREF,Prefix,,None,,,,,,,
121,2,10,12,2,يَكْذِبُونَ,يكذبون,كذب,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,ثبوت النون,,,
121,2,10,12,3,يَكْذِبُونَ,يكذبون,و,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مبني,السكون,,,
121,2,10,12,4,يَكْذِبُونَ,يكذبون,ن,NOON_V5,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
122,2,11,1,1,وَإِذَا,وإذا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
122,2,11,1,2,وَإِذَا,وإذا,إذا,ADV,Stem,,اسم شرط,ظرف زمان,غير مضاف,منصوب,السكون,,,
123,2,11,2,1,قِيلَ,قيل,قيل,PV_PASS,Stem,,مبني,فعل ماضٍ مبني للمجهول,غير مضاف,مبني,الفتحة,,,
124,2,11,3,1,لَهُمْ,لهم,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
124,2,11,3,2,لَهُمْ,لهم,هم,PRON,Stem,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
125,2,11,4,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
126,2,11,5,1,تُفْسِدُوا,تفسدوا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
126,2,11,5,2,تُفْسِدُوا,تفسدوا,فسد,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف النون,,,
126,2,11,5,3,تُفْسِدُوا,تفسدوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
127,2,11,6,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
128,2,11,7,1,الْأَرْضِ,الأرض,ال,DET,Prefix,,ال التعريف,,,,,,,
128,2,11,7,2,الْأَرْضِ,الأرض,أرض,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
128,2,11,7,3,الْأَرْضِ,الأرض,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
129,2,11,8,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
129,2,11,8,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
130,2,11,9,1,إِنَّمَا,إنما,إنما,KAAFA_MAKFOUFA,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
131,2,11,10,1,نَحْنُ,نحن,نحن,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الضمة,,,
132,2,11,11,1,مُصْلِحُونَ,مصلحون,مصلح,NOUN_ACTIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الواو,,,
132,2,11,11,2,مُصْلِحُونَ,مصلحون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
133,2,12,1,1,أَلَا,ألا,ألا,OTHER,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
134,2,12,2,1,إِنَّهُمْ,إنهم,إن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مجزوم,الفتحة,,,
134,2,12,2,2,إِنَّهُمْ,إنهم,هم,PRON_3MP,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,مبني,السكون,,,
135,2,12,3,1,هُمُ,هم,هم,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,السكون,,,
136,2,12,4,1,الْمُفْسِدُونَ,المفسدون,ال,DET,Prefix,,ال التعريف,,,,,,,
136,2,12,4,2,الْمُفْسِدُونَ,المفسدون,مفسد,NOUN_ACTIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الواو,,,
136,2,12,4,3,الْمُفْسِدُونَ,المفسدون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
137,2,12,5,1,وَلَكِنْ,ولكن,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
137,2,12,5,2,وَلَكِنْ,ولكن,لكن,PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
138,2,12,6,1,لَا,لا,لا,NEG_PART,Stem,,مبني,,غير مضاف,مبني,السكون,,,
139,2,12,7,1,يَشْعُرُونَ,يشعرون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
139,2,12,7,2,يَشْعُرُونَ,يشعرون,شعر,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
139,2,12,7,3,يَشْعُرُونَ,يشعرون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
140,2,13,1,1,وَإِذَا,وإذا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,السكون,,,
140,2,13,1,2,وَإِذَا,وإذا,إذا,ADV,Stem,,اسم شرط,ظرف زمان,غير مضاف,مبني,السكون,,,
141,2,13,2,1,قِيلَ,قيل,قيل,PV_PASS,Stem,,مبني,فعل ماضٍ مبني للمجهول,غير مضاف,مبني,الفتحة,,,
142,2,13,3,1,لَهُمْ,لهم,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
142,2,13,3,2,لَهُمْ,لهم,هم,PRON,Stem,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
143,2,13,4,1,آمِنُوا,آمنوا,آمن,CV,Stem,,مبني,فعل أمر,غير مضاف,مبني,حذف النون,,,
143,2,13,4,2,آمِنُوا,آمنوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,,غير مضاف,مرفوع,السكون,,,
144,2,13,5,1,كَمَا,كما,ك,PREP,Prefix,,مبني,,غير مضاف,مبني,الفتحة,,,
144,2,13,5,2,كَمَا,كما,ما,REL_PRON,Stem,,مبني,,غير مضاف,مبني,السكون,,,
145,2,13,6,1,آمَنَ,آمن,آمن,PV,Stem,,مبني,,غير مضاف,مجزوم,الفتحة,,,
146,2,13,7,1,النَّاسُ,الناس,ال,DET,Prefix,,ال التعريف,,,,,,,
146,2,13,7,2,النَّاسُ,الناس,ناس,NOUN_CONCRETE,Stem,,معرب,,غير مضاف,مرفوع,الضمة,,,
147,2,13,8,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,,غير مضاف,مبني,الضمة,,,
147,2,13,8,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,,غير مضاف,مرفوع,السكون,,,
148,2,13,9,1,أَنُؤْمِنُ,أنؤمن,أ,INTERROG,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
148,2,13,9,2,أَنُؤْمِنُ,أنؤمن,ن,IMPERF_PREF,Prefix,,None,,,,,,,
148,2,13,9,3,أَنُؤْمِنُ,أنؤمن,ؤمن,IV,Stem,,معرب,فعل مضارع,غير مضاف,منصوب,الضمة,,,
149,2,13,10,1,كَمَا,كما,ك,PREP,Prefix,,مبني,,غير مضاف,مبني,الفتحة,,,
149,2,13,10,2,كَمَا,كما,ما,REL_PRON,Stem,,مبني,,غير مضاف,مبني,السكون,,,
150,2,13,11,1,آمَنَ,آمن,آمن,PV,Stem,,مبني,,غير مضاف,مبني,الفتحة,,,
151,2,13,12,1,السُّفَهَاءُ,السفهاء,ال,DET,Prefix,,ال التعريف,,,,,,,
151,2,13,12,2,السُّفَهَاءُ,السفهاء,سفهاء,ADJ_QUALIT,Stem,,معرب,,غير مضاف,مرفوع,الضمة,,,
152,2,13,13,1,أَلَا,ألا,ألا,OTHER,Stem,,مبني,,غير مضاف,مبني,السكون,,,
153,2,13,14,1,إِنَّهُمْ,إنهم,إن,ANNUL_PART,Stem,,مبني,,غير مضاف,مبني,الفتحة,,,
153,2,13,14,2,إِنَّهُمْ,إنهم,هم,PRON_3MP,Suffix,,ضمير متصل,,غير مضاف,منصوب,السكون,,,
154,2,13,15,1,هُمُ,هم,هم,PRON,Stem,,ضمير منفصل مبني,,غير مضاف,مرفوع,السكون,,,
155,2,13,16,1,السُّفَهَاءُ,السفهاء,ال,DET,Prefix,,ال التعريف,,,,,,,
155,2,13,16,2,السُّفَهَاءُ,السفهاء,سفهاء,ADJ_QUALIT,Stem,,معرب,,غير مضاف,مرفوع,الضمة,,,
156,2,13,17,1,وَلَكِنْ,ولكن,و,CONJ,Prefix,,مبني,,غير مضاف,مبني,الفتحة,,,
156,2,13,17,2,وَلَكِنْ,ولكن,لكن,PART,Stem,,مبني,,غير مضاف,مبني,السكون,,,
157,2,13,18,1,لَا,لا,لا,NEG_PART,Stem,,مبني,,غير مضاف,مبني,السكون,,,
158,2,13,19,1,يَعْلَمُونَ,يعلمون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
158,2,13,19,2,يَعْلَمُونَ,يعلمون,علم,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
158,2,13,19,3,يَعْلَمُونَ,يعلمون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
159,2,14,1,1,وَإِذَا,وإذا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
159,2,14,1,2,وَإِذَا,وإذا,إذا,ADV,Stem,,اسم شرط,ظرف زمان,غير مضاف,منصوب,السكون,,,
160,2,14,2,1,لَقُوا,لقوا,لق,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,ضمة مقدرة,,,
160,2,14,2,2,لَقُوا,لقوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
161,2,14,3,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,اسم موصول,مفعول به,غير مضاف,منصوب,الفتحة,,,
162,2,14,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
162,2,14,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
163,2,14,5,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
163,2,14,5,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
164,2,14,6,1,آمَنَّا,آمنا,آمن,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,السكون,,,
164,2,14,6,2,آمَنَّا,آمنا,نا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
165,2,14,7,1,وَإِذَا,وإذا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
165,2,14,7,2,وَإِذَا,وإذا,إذا,ADV,Stem,,اسم شرط,ظرف زمان,غير مضاف,منصوب,السكون,,,
166,2,14,8,1,خَلَوْا,خلوا,خل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
166,2,14,8,2,خَلَوْا,خلوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
167,2,14,9,1,إِلَى,إلى,إلى,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
168,2,14,10,1,شَيَاطِينِهِمْ,شياطينهم,شياطين,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
168,2,14,10,2,شَيَاطِينِهِمْ,شياطينهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
169,2,14,11,1,قَالُوا,قالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
169,2,14,11,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
170,2,14,12,1,إِنَّا,إنا,إن,INF_ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
170,2,14,12,2,إِنَّا,إنا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,السكون,,,
171,2,14,13,1,مَعَكُمْ,معكم,مع,ADV,Stem,,معرب,ظرف مكان,مضاف,منصوب,الفتحة,,,
171,2,14,13,2,مَعَكُمْ,معكم,كم,PRON_2MP,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
172,2,14,14,1,إِنَّمَا,إنما,إنما,KAAFA_MAKFOUFA,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
173,2,14,15,1,نَحْنُ,نحن,نحن,PRON,Stem,,ضمير منفصل مبني,مبتدأ,غير مضاف,مرفوع,الضمة,,,
174,2,14,16,1,مُسْتَهْزِئُونَ,مستهزئون,مستهزئ,NOUN_ACTIVE_PART,Stem,,معرب,خبر,غير مضاف,مرفوع,الواو,,,
174,2,14,16,2,مُسْتَهْزِئُونَ,مستهزئون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
175,2,15,1,1,اللَّهُ,الله,ال,DET,Prefix,,None,,,,,,,
175,2,15,1,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,,,,
176,2,15,2,1,يَسْتَهْزِئُ,يستهزئ,ي,IMPERF_PREF,Prefix,,None,,,,,,,
176,2,15,2,2,يَسْتَهْزِئُ,يستهزئ,ستهزئ,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
177,2,15,3,1,بِهِمْ,بهم,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
177,2,15,3,2,بِهِمْ,بهم,هم,PRON,Stem,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
178,2,15,4,1,وَيَمُدُّهُمْ,ويمدهم,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
178,2,15,4,2,وَيَمُدُّهُمْ,ويمدهم,ي,IMPERF_PREF,Prefix,,None,,,,,,,
178,2,15,4,3,وَيَمُدُّهُمْ,ويمدهم,مد,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
178,2,15,4,4,وَيَمُدُّهُمْ,ويمدهم,هم,OBJ_PRON,Suffix,,ضمير منفصل مبني,مفعول به,غير مضاف,منصوب,السكون,,,
179,2,15,5,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
180,2,15,6,1,طُغْيَانِهِمْ,طغيانهم,طغيان,GERUND,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
180,2,15,6,2,طُغْيَانِهِمْ,طغيانهم,هم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
181,2,15,7,1,يَعْمَهُونَ,يعمهون,ي,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
181,2,15,7,2,يَعْمَهُونَ,يعمهون,عمه,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
181,2,15,7,3,يَعْمَهُونَ,يعمهون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
182,2,16,1,1,أُولَئِكَ,أولئك,أولئك,DEM_PRON_MP,Stem,,اسم إشارة,مبتدأ,غير مضاف,مرفوع,الكسرة,,,
183,2,16,2,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,اسم موصول,خبر,غير مضاف,مرفوع,الفتحة,,,
184,2,16,3,1,اشْتَرَوْا,اشتروا,اشتر,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,ضمة مقدرة,,,
184,2,16,3,2,اشْتَرَوْا,اشتروا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
185,2,16,4,1,الضَّلَالَةَ,الضلالة,ال,DET,Prefix,,ال التعريف,,,,,,,
185,2,16,4,2,الضَّلَالَةَ,الضلالة,ضلال,GERUND,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
